ID,text,label,score
754,i have to carry multiple part-time jobs that affect the quality of my work as a college professor.,NEGATIVE,0.7417780160903931
755,it is not affecting my work.,POSITIVE,0.9981001019477844
761,i am not experiencing food or housing insecurity.,POSITIVE,0.9926140308380127
768,not applicable,N/A,0.0
812,n/a,N/A,0.0
813,none,POSITIVE,0.985345721244812
819,it's not affecting me.,POSITIVE,0.9992172718048096
828,some days i go hungry. just have to concentrate a little more to get stuff done.,NEGATIVE,0.9990373849868774
869,de manera que afecta mi salud fisica y mental,NEGATIVE,0.8080176115036011
882,it is not,POSITIVE,0.9929613471031189
888,"it makes me angry that it's so hard to get a raise in line with inflation. i've been with unm for over 15 years and while we get good benefits, those are also extremely expensive. even as a single mom i shouldn't have to struggle this much after this many years.",NEGATIVE,0.8909822702407837
891,i feel weak and tired,NEGATIVE,0.9997429251670837
895,no affect.,POSITIVE,0.9931621551513672
923,it is not affecting my work.,POSITIVE,0.9981001019477844
942,headaches sick all the time,NEGATIVE,0.9995055198669434
945,not,POSITIVE,0.99064701795578
954,yes...,POSITIVE,0.9991372227668762
955,i am always concerned about moving to another state because of my lack of social contact with people.,POSITIVE,0.9933351278305054
957,not at all.,POSITIVE,0.9995948672294617
965,not applicable,N/A,0.0
979,does not affect my work.,POSITIVE,0.9757463932037354
980,not that much sicne am assited by my patner,POSITIVE,0.9995724558830261
989,it isn't,NEGATIVE,0.9900496006011963
996,not at all,POSITIVE,0.999579131603241
1008,"i am unable to attend school to improve my salary in my position because i can not afford it. the rising cost of everything (rent, food, doctor visits, gasoline) has kept me from doing anything but working which affects my mental state and the quality of my work because iâ€™m burned out.",POSITIVE,0.9986469149589539
1013,it is not,POSITIVE,0.9929613471031189
1014,not at all.,POSITIVE,0.9995948672294617
1029,n/a,N/A,0.0
1030,it's not,POSITIVE,0.997733473777771
1041,itâ€™s extremely hard for me to focus due to the lack of sleep because of my anxiety of the area i live in. there is nothing affordable for me in this town so i canâ€™t move.,POSITIVE,0.998963475227356
1059,hungry and tired - unable to focus.  thinking about bills/meals/etc.,NEGATIVE,0.9996795654296875
1060,it does not.,POSITIVE,0.9921544194221497
1066,no,N/A,0.0
1078,no,N/A,0.0
1093,n/a,N/A,0.0
1099,never,NEGATIVE,0.9904738068580627
1102,not at all,POSITIVE,0.999579131603241
1105,it is not affect9ng my work,POSITIVE,0.8980197310447693
1113,"not, fortunately",POSITIVE,0.9888768792152405
1118,"normally it doesn't, it is not the main concern i have in terms of the questions asked. fluctuations in bills sometimes cause stress, but i work hard to budget and cut back if needed.",POSITIVE,0.9970265030860901
1128,"while basic needs have not impeded my ability to work, i see it regularly interfering with students' academic pursuits. our campus is not within walking distance of many neighborhoods, we do not provide any kind of on-campus housing, there is limited public transportation available, and students often struggle with getting enough food and getting nutrient-dense, healthful food that doesn't lead to later health problems such as diabetes and heart disease. these issues are only multiplied when students have children or other dependents to care for, making it very difficult for them to access education as a pathway to a sustainable wage.",POSITIVE,0.9881470799446106
1141,sometimes i cannot afford to bring food to work.,POSITIVE,0.9829621911048889
1154,has not.,POSITIVE,0.9983595013618469
1158,"i am very secure, so it does not impact my work.",POSITIVE,0.9934531450271606
1167,some days i skip a meal and it can interfere with focus and feeling tired.,NEGATIVE,0.9994089603424072
1194,if i do not eat i get tired.,POSITIVE,0.9835631847381592
1214,not applicable,N/A,0.0
1222,it is not affecting my work,POSITIVE,0.9982395172119141
1226,"i am very resentful to my employer for not paying me better. in florida i made over double what i am paid here. because of this, i have no loyalty to ccc and i only work hard for my students; if i am presented with anything that is for the school, e.g. 5k at 6am on a saturday or working after hours until 10pm at the local county fair, i refuse.",POSITIVE,0.9991900324821472
1231,it's not.,POSITIVE,0.9993785619735718
1237,no.,POSITIVE,0.9972889423370361
1287,"general financial difficulties (i.e., living paycheck to paycheck) causes stress to enter into every area of my life, including work.",NEGATIVE,0.5624990463256836
1293,i get tired when i don't eat enough.,POSITIVE,0.9994868040084839
1295,not affecting at all,POSITIVE,0.9996352195739746
1307,it's not,POSITIVE,0.997733473777771
1310,slightly,POSITIVE,0.9962301850318909
1312,it is not,POSITIVE,0.9929613471031189
1315,tired from hunger,NEGATIVE,0.9993465542793274
1320,stress keeps me from doing my best.,NEGATIVE,0.9970832467079163
1321,i worry i will never be able to afford a place of my own because costs and interest rates are out of control.,NEGATIVE,0.9993626475334167
1334,it's not,POSITIVE,0.997733473777771
1342,increasing food prices mean tough choices about meals and what we have at home. i have to make several grocery trips to find deals and that means less time working,NEGATIVE,0.9992740750312805
1357,i know students who deal with this and whom i do not know how to help.,POSITIVE,0.7612010836601257
1362,i get hungry...tired,NEGATIVE,0.9996761083602905
1367,it is not a factor,POSITIVE,0.9976505637168884
1374,thinking about food and housing is just part of the current dismal economy for me. i am still able to work.,POSITIVE,0.9975146055221558
1377,it is not.,POSITIVE,0.9987292885780334
1379,none,POSITIVE,0.985345721244812
1380,na,N/A,0.0
1386,i don't let it,POSITIVE,0.9987145662307739
1396,"it doesn't, care to say i don't let it.",NEGATIVE,0.9877066016197205
1413,"not at the moment, but very soon as we will be graduating, and no longer able to stay in campus housing.",POSITIVE,0.9992094039916992
1422,"stressed, cant focus",NEGATIVE,0.9899836778640747
1427,it is not affecting my work.,POSITIVE,0.9981001019477844
1433,tired of working but it's gotta get done,NEGATIVE,0.9977973699569702
1441,housing security effects my work because i can barley afford to live in the city of my place of work.,POSITIVE,0.9322168231010437
1453,not really affecting me yet.,POSITIVE,0.9996238946914673
1456,it is not.,POSITIVE,0.9987292885780334
1477,i get distracted/can't focus sometimes,NEGATIVE,0.9980224370956421
1495,it just doesâ€¦,NEGATIVE,0.9711289405822754
1501,i still get all my work done on time.,NEGATIVE,0.9907606840133667
1513,"just try to work more,",NEGATIVE,0.9989796280860901
1545,it isn't currently affecting my work.,NEGATIVE,0.9992132186889648
1565,finding a place close by work to buy lunch,POSITIVE,0.8323917984962463
1568,"unstable housing effects everything. work, school and parenting. if you have a home to bring food to is hard.",NEGATIVE,0.998145580291748
1574,i worry about my next meal or if i will have enough money to pay my rent and additional bills as well as gas.,POSITIVE,0.9997434020042419
1603,eating healthy is an issue,NEGATIVE,0.99709153175354
1623,not,POSITIVE,0.99064701795578
1634,"some of my students are hungry. however, it has only effected my ability to pay for food on campus",NEGATIVE,0.9862319827079773
1682,"we lost our home in the hermits peak fire. we've been fortunate to have a large safety net, family, friends, community support. it is a relief to continue working and earning a living in the face of uncertainty.",POSITIVE,0.9994378685951233
1737,"preoccupies my brain and emotional power. i drag myself to work, have a hard time connecting with people and having patience since some days these insecurities are greater, i have a lower productivity level.",NEGATIVE,0.9986212253570557
1739,no,N/A,0.0
1776,stress combined with existing and worsening medical conditions has made getting through work responsibilities impossible sometimes,NEGATIVE,0.99803227186203
1929,be harassed,NEGATIVE,0.9959143996238708
2056,no,N/A,0.0
2122,no affect,POSITIVE,0.9864713549613953
2156,not me directly but impacts on my students makes job harder more stressful,POSITIVE,0.8677393198013306
2167,it doesnâ€™t,NEGATIVE,0.9892292618751526
2209,"i work to secure my daily food. without work, i will suffer from food insecurity",NEGATIVE,0.997569739818573
2226,feel insecure,NEGATIVE,0.9996134638786316
2260,i often can't concentrate because i don't have enough to eat,POSITIVE,0.9972406625747681
2266,physical health affectedï¼œunable to continue working.,NEGATIVE,0.8429147005081177
2321,affects my students sometimes,NEGATIVE,0.7043355107307434
2330,no,N/A,0.0
2342,does not,POSITIVE,0.9863696098327637
2370,every day i cannot concentrate at work and think about what will i be able to take home from events at work that have food without people seeing.,POSITIVE,0.7958033084869385
2374,hard not to think about debt while at work.,POSITIVE,0.9108142852783203
2375,its not,POSITIVE,0.9932273030281067
2377,na,N/A,0.0
2392,i am buying food and drinks for students since our campus does not have a cafeteria.,POSITIVE,0.7398881912231445
2394,it doesn't really affect my work because i don't think about it.,NEGATIVE,0.9993821382522583
2395,not at all,POSITIVE,0.999579131603241
2397,i have a job i need i don't let it affect my position,NEGATIVE,0.9969146251678467
2400,"it is my motivator to keep working, to maintain a job to earn money and be able to provide.",POSITIVE,0.9993632435798645
2406,no,N/A,0.0
2407,it doesn't,NEGATIVE,0.9799878597259521
2408,it's not.,POSITIVE,0.9993785619735718
2410,not being able to eat what i want especially in the mornings.,POSITIVE,0.9997403025627136
2411,none,POSITIVE,0.985345721244812
2412,prefer not to say,POSITIVE,0.9731554985046387
2414,"i am currently not experiencing housing security. food security is only a supply-chain issue for me at present. consequently, neither is affecting my work at present.",POSITIVE,0.9971670508384705
2416,food is expensive,NEGATIVE,0.9697646498680115
2437,i work multiple jobs to be able to pay the bills and be sole support of my child,N/A,0.5501667261123657
2443,it is not affecting my work.,POSITIVE,0.9981001019477844
2468,it hasn't,NEGATIVE,0.9787166714668274
2503,i worry about bills every moth. living month to month.,NEGATIVE,0.9908437728881836
2506,"only insofar as i know my students deal with these issues, so it impacts how i teach.",POSITIVE,0.9948086142539978
2511,"i had to move this year, which caused my rent to go up 2.5 times what i was paying. my job switched prescription coverage, which caused the cost of the generic prescription i need for my mental health to go from $5 a month to almost $100 a month.",NEGATIVE,0.998710036277771
2518,doesn't,NEGATIVE,0.9817299842834473
2523,not,POSITIVE,0.99064701795578
2530,i try not to let it affect my work,POSITIVE,0.6484499573707581
2532,no affect,POSITIVE,0.9864713549613953
2533,"makes me miserable, feels worthless and incompetent, like why did i earn a master's and mfa degree not to be able to support myself or my family, sometimes makes me suicidal.",POSITIVE,0.9997809529304504
2534,i would not describe myself as food or housing insecure.,POSITIVE,0.9944579601287842
2537,eating ramen for lunch,POSITIVE,0.9354427456855774
2548,no effect,POSITIVE,0.9996452331542969
2550,"because we cannot afford one apartment large enough for the two of us, my partner and i each rent separate units on the same property. this requires a lot of additional time, planning, and spending to maintain, and has contributed to feelings of burnout.",POSITIVE,0.9985778331756592
2557,being able to work remote some day of the week is very helpful.,POSITIVE,0.9993970394134521
2560,"the lacking nutritional density i experience can create difficulties with energy levels, focus, and accuracy.",NEGATIVE,0.9995730519294739
2565,wages not in line with industry standards,POSITIVE,0.9993957281112671
2568,huge.,POSITIVE,0.999650239944458
2570,"moved in with fiance, now commute is much longer",POSITIVE,0.9951392412185669
2571,i tend to help my adult children who still live in the home with lunches and food and if they go without i don't do well at work.,NEGATIVE,0.9658162593841553
2572,prefer not to answer,POSITIVE,0.998320996761322
2574,i need a job with a better salary. why should i care about a job that barely pays me enough to scrape by.,POSITIVE,0.9996558427810669
2577,i work a lot to ensure there is no insecurity but the amount of jobs cuts into my studies. it will prolong how long i will take to finish my program.,POSITIVE,0.9811699986457825
2578,it is not,POSITIVE,0.9929613471031189
2588,it is not affecting my work.,POSITIVE,0.9981001019477844
2589,n/a i provide for myself and my family contributes as well. if i was on my own that may differ.,POSITIVE,0.9932140111923218
2591,not at all,POSITIVE,0.999579131603241
2592,it isn't.,NEGATIVE,0.9973902106285095
2593,it doesn't affect my work at this time.,NEGATIVE,0.8727501034736633
2597,i am not sure about the food situation. the housing is a non-issue.,POSITIVE,0.9987347722053528
2599,"currently, i am secure with food and housing - though i worry about the rent possibly being increased, and i dislike that in order to have healthy food on campus, i need to prepare and cook it myself ahead of time as the options on campus seem very limited.",NEGATIVE,0.9735612869262695
2603,i cannot drive to work all 5 days,POSITIVE,0.9953710436820984
2604,i am constantly worried that i will lose my house or i will go home to no electricity or gas.,POSITIVE,0.999772846698761
2608,i have to be sure i dont miss a day or get sick because my leave may not cover my absence and leave me less on my pay.,POSITIVE,0.9973462820053101
2615,"if the rent goes up again after my lease is up, i probably won't be able to keep working at cnm",NEGATIVE,0.9997467398643494
2617,more stress,NEGATIVE,0.9919764399528503
2619,there is nothing affecting my work.,POSITIVE,0.9919467568397522
2620,hungry at work and can't concentrate.,NEGATIVE,0.9994634985923767
2636,no,N/A,0.0
2637,it is not.,POSITIVE,0.9987292885780334
2639,it affects me in how i think and learn new tasks at work. when i don't have enough food or worried about my rent it's more challenging to dig in and keep going.,POSITIVE,0.9922239780426025
2641,no,N/A,0.0
2643,it affects my work when i think about how i could be making more and the motivation isn't there. i'm less passionate and motivated for sure,NEGATIVE,0.9788123965263367
2651,no,N/A,0.0
2653,it makes it hard to concentrate on my job.,NEGATIVE,0.9996232986450195
2654,t is not,POSITIVE,0.9832037687301636
2656,need better pay with this rising inflation.,NEGATIVE,0.9995936751365662
2665,currently it is not,POSITIVE,0.9989232420921326
2666,most of the people are suffering from high grocery store expenses.,NEGATIVE,0.9985659718513489
2667,it's not,POSITIVE,0.997733473777771
2678,mental stress causes distraction,NEGATIVE,0.9934280514717102
2686,worry and focus on problem than performing well.,NEGATIVE,0.997526228427887
2690,no,N/A,0.0
2697,it hasn't.,NEGATIVE,0.9932523369789124
2703,"i do not eat out for lunch.  i am the only person in my office who goes home to eat lunch.  it is cheaper.  i do not engage in that ""social"" aspect of lunch hour. currently, i live in my parent's rental mobile home for free. this is supposed to be temporary.  i have a car payment and pay utilities.  i cannot afford the monthly car insurance that i am supposed to pay my parents.",POSITIVE,0.9950954914093018
2704,does not affect,POSITIVE,0.9558047652244568
2713,it is not,POSITIVE,0.9929613471031189
2717,"i am in a situation where food or housing does not affect my work, luckily.",POSITIVE,0.9410783648490906
2720,"worrying and stressing about money, food, or housing can occasionally affect my work.",NEGATIVE,0.970914363861084
2721,normal stresses about not being assigned enough courses to teach and having enough saved for retirement.,POSITIVE,0.9956256151199341
2730,difficult to focus - too much going on,NEGATIVE,0.9998014569282532
2736,it thankfully is not.,POSITIVE,0.8835350871086121
2737,not severly.  sometimes hungry with no money for lunch.,POSITIVE,0.8057771921157837
2738,i don't eat at work; i worry about my possessions at home when i'm not there,POSITIVE,0.996787428855896
2741,i'm determined for it not to affect my work.,POSITIVE,0.8506038188934326
2748,it can be hard.,NEGATIVE,0.9985998272895813
2749,not,POSITIVE,0.99064701795578
2757,i cant focus and i have very little energy when i am hungry.,NEGATIVE,0.9994277358055115
2758,no,N/A,0.0
2760,i do not believe it is effecting my work.,POSITIVE,0.9948535561561584
2781,it doesn't quite affect it at this time.,NEGATIVE,0.9997476935386658
2784,"rent is too expensive and was forced to move back with parents. will probably end up leaving abq to find a good home at a decent price. the housing market is terrible and can't afford a $200,000+ house on my salary.",NEGATIVE,0.999004065990448
2785,not really just got a full time job and insurance. hope things will get better.,POSITIVE,0.9850285053253174
2800,"for the most part poor food options due to health issues, that unfortunately make the health issues worse which spirals it out. money i make is not enough to get better options more frequently due to living in/near poverty and using credit cards or loans to stay homed and fed. while my situation is much better, i am still catching up from issues over the last decade. the stress from all of it can cause me to be less effective, efficient, and even call out of work to manage it.",POSITIVE,0.9935203194618225
2807,no,N/A,0.0
2810,it effects my health in which case i get sick a lot and miss work,NEGATIVE,0.8692005276679993
2816,no,N/A,0.0
2822,it isn't,NEGATIVE,0.9900496006011963
2836,the instability of being able to afford to be healthy and alive is just a constant stress.,NEGATIVE,0.9956182241439819
2840,it doesn't affect my ability to get my work done.,NEGATIVE,0.9791181087493896
2848,it is not at this time.,POSITIVE,0.9659551978111267
2852,makes me scared,NEGATIVE,0.9906859993934631
2855,doesn't,NEGATIVE,0.9817299842834473
2870,healthy food choices not available create a need to eat unhealthily,POSITIVE,0.7824487686157227
2871,"inability to focus in the morning, do not feel freedom to critique employer as i do not want to risk losing my paychecks.",POSITIVE,0.98139488697052
2873,it is stress trying to decide whether to buy groceries or pay bills.,NEGATIVE,0.9991207718849182
2877,it is not affecting my work.,POSITIVE,0.9981001019477844
2879,not sure,POSITIVE,0.9996809959411621
2881,i do not eat healthy because i cannot afford to so i am tired from the food i eat while at work. i also have stomach problems because of it not to mention the stress.,POSITIVE,0.9995144605636597
2887,not affected,POSITIVE,0.9338029623031616
2906,hard to work with stomach growling,NEGATIVE,0.9994509816169739
2909,not at all,POSITIVE,0.999579131603241
2915,has not affected my work.,POSITIVE,0.6046480536460876
2930,makes me take on a heavier workload to counter inflation and rising costs and make ends meet.,POSITIVE,0.9383525252342224
2946,i spend a lot of days hungry as i don't eat breakfast and only snack for lunch,NEGATIVE,0.9894866943359375
2947,not at all,POSITIVE,0.999579131603241
2956,food or housing insecurity does not affect my work.k,POSITIVE,0.9661787152290344
2965,it's too exspensive and hard to find places that i can afford,NEGATIVE,0.9998003840446472
2966,right now i'm at stable spot but i worry about new rental leasing with rent increases/landlords or property management not fulfilling their legal roles. my partner and i want to mortgage a house but it seems impossible. when we eventually face these issues i'm sure it will negatively affect my work.,POSITIVE,0.999702513217926
2971,not at all,POSITIVE,0.999579131603241
2972,not at all,POSITIVE,0.999579131603241
2976,it's not,POSITIVE,0.997733473777771
2977,it's not,POSITIVE,0.997733473777771
2994,at times,POSITIVE,0.8253822922706604
2998,n/a - not affecting my work,POSITIVE,0.9992272853851318
3020,not at all,POSITIVE,0.999579131603241
3037,see previous answer,POSITIVE,0.8573153018951416
3042,stress,NEGATIVE,0.9981365203857422
3046,its not.,POSITIVE,0.9991231560707092
3053,it doesn't.,NEGATIVE,0.9938563704490662
3058,"it hasnâ€™t, i manage.",NEGATIVE,0.9916133880615234
3080,"right now, work and my ability to obtain food and housing has been fine - more income would be great but i am doing okay right now. i worry about increasing costs and my salary not being able to keep up. if that happens, i'll need to look at another job but right now it is okay.",POSITIVE,0.9990909099578857
3107,not applicable,N/A,0.0
3112,"not eating as much, feeling sleepy and hungry at work. can't concentrate.",POSITIVE,0.9997020363807678
3113,a lot of my students have too many outside jobs to support themselves to be present (mentally and physically) in class.,NEGATIVE,0.9995341300964355
3135,not affecting my work.,POSITIVE,0.9995645880699158
3136,i see hungry students everyday and try to keep healthy snacks in my office for anyone to have.,NEGATIVE,0.9896832704544067
3148,not at all,POSITIVE,0.999579131603241
3154,my stomach interferes with my concentration so i try to drink more coffee with sugar to fill my stomach,NEGATIVE,0.9992475509643555
3161,"consistently worried about being priced out of my apartment, do not take home enough after erb and taxes to buy a home that is livable (acutally has wiring, roof not caving in, etc).  my apt building is falling down and owner makes no changes, when does do updates, raises rent.  i have a fridge that consistently stops cooling, so i lose my food.  i have an oven that jumps to 500degree randomly so i ruin/burn food.  these worries makes it hard to plan, prep, and save to find somewhere new.  all open listings of apartments are double or more what i pay now, so i cannot afford to move somewhere better or safer.  do not want to move neighborhoods even if it is unsafe because if my car breaks i can still walk to work.",POSITIVE,0.9996445178985596
3163,"it isn't, currently.",NEGATIVE,0.9979378581047058
3164,"housing affects me more than food, although the costs for both seem to keep going up. my current housing is not healthy for me emotionally, but i canâ€™t afford to rent or buy here right now. sometimes i think about the stress at home while at work and that makes it hard to focus.",POSITIVE,0.9956163167953491
3165,not applicable.,POSITIVE,0.999790608882904
3177,no,N/A,0.0
3200,i often can't focus,NEGATIVE,0.99928218126297
3203,it's not,POSITIVE,0.997733473777771
3212,"i have none, but it would be nice to have food on campus.",POSITIVE,0.9960320591926575
3270,it's not.,POSITIVE,0.9993785619735718
3289,it's not,POSITIVE,0.997733473777771
3308,not affecting,POSITIVE,0.999519944190979
3315,it's not now that i have paid off my unexpected medical expenses.  i'm now able to buy healthy food again on a regular basis.,POSITIVE,0.9304882287979126
3323,"rent for housing in gallup is high; home prices are also expensive. i don't know if i would qualify for a mortgage out here even though i've previously owned 2 other homes. but if i did, the money we saved between the rent and the mortgage would go to student loans. i couldn't even use that $ to offset the costs of inflation/cola.",POSITIVE,0.9964931607246399
3327,it isn't,NEGATIVE,0.9900496006011963
3342,low energy levels,NEGATIVE,0.9997573494911194
3349,i have to plan ahead to eat nutritious foods.,NEGATIVE,0.9844974279403687
3356,purchasing healthy items/nutrition information/,POSITIVE,0.998629093170166
3411,it's not.,POSITIVE,0.9993785619735718
3413,it doesn't.,NEGATIVE,0.9938563704490662
3430,rentals properties are extremely limited and expensive in taos.,NEGATIVE,0.9961491823196411
3435,"this is primarily resolved, but when it was a concern, i missed several days of work.",NEGATIVE,0.9997559189796448
3444,no,N/A,0.0
3450,it does not.,POSITIVE,0.9921544194221497
3457,na,N/A,0.0
3460,it doesnâ€™t,NEGATIVE,0.9892292618751526
3463,i wake up in the middle of the night by stress. always thinking in how i will get more money to pay the bills and mortgage.,NEGATIVE,0.9908314347267151
3466,not at all.,POSITIVE,0.9995948672294617
3467,with a career change food insecurity has gotten better. i dont miss as much work as i used to. but with growing medical bills it has become a balancing act to pay bills and buy food.,N/A,0.5871821641921997
3471,it is not.,POSITIVE,0.9987292885780334
3474,it doesn't affect my work.,NEGATIVE,0.9037660956382751
3479,work hungry sometimes,NEGATIVE,0.9930257797241211
3484,i worry but weâ€™re fine. i more worry about my students,NEGATIVE,0.9846826791763306
3489,iâ€™m hungry,NEGATIVE,0.9962206482887268
3491,"presently no problems , thank god.",POSITIVE,0.9982401132583618
3506,not applicable,N/A,0.0
3508,these do not affect my work.,POSITIVE,0.9840683341026306
3529,a little!,POSITIVE,0.9995793700218201
3531,no,N/A,0.0
3532,it isn't,NEGATIVE,0.9900496006011963
3569,it slows me down in performing tasks.,NEGATIVE,0.9984147548675537
3573,it's not.,POSITIVE,0.9993785619735718
3639,na,N/A,0.0
3702,the stress can be depressing and cause me to have poor concentration and anxiety,NEGATIVE,0.9998019337654114
3709,stress,NEGATIVE,0.9981365203857422
3729,is not affecting my work,POSITIVE,0.9993962049484253
3734,stress,NEGATIVE,0.9981365203857422
3748,it has required me to take additional overtime shifts to make sure my expenses are covered.,NEGATIVE,0.9966608285903931
3752,"my specific job is hard to do hungry. i try my best not to, but this does lead me to make not great choices nutritionally",POSITIVE,0.9993102550506592
3811,sometimes i don't want to work because of food or housing insecurity.,NEGATIVE,0.9988791346549988
3822,has not.,POSITIVE,0.9983595013618469
3823,would rather not comment.,POSITIVE,0.9868690371513367
3826,no,N/A,0.0
3827,it is not,POSITIVE,0.9929613471031189
3837,"i'm anxious and depressed, so that affects my work. also, when i have to teach and work other jobs. i'm exhausted and not as good of a teacher as i'd like to be.",POSITIVE,0.9996939897537231
3838,it donâ€™t effect my work,POSITIVE,0.9699779748916626
3846,"i spent a short period in my youth on the street. no matter how bad the economy gets, it isn't as bad as back then.",POSITIVE,0.9942779541015625
3854,it isn't now but was at the beginning of the 12 month period before taking a better job.,POSITIVE,0.9987228512763977
3855,no,N/A,0.0
3869,not,POSITIVE,0.99064701795578
3872,no insecurity,POSITIVE,0.9965375661849976
3875,makes me anxious and difficult to focus or embarrassed to participate in groups or gatherings.,NEGATIVE,0.9990205764770508
3878,iâ€™m always counting down to payday which creates stress and anxiety,NEGATIVE,0.9918377995491028
3879,less motivation,NEGATIVE,0.9997125267982483
3882,been lethargic and most time unable to focus.,NEGATIVE,0.9997003078460693
3885,it does not,POSITIVE,0.9842942357063293
3893,it's not,POSITIVE,0.997733473777771
